문화시설명,주제분류,문화분류,주소,자치구,행정동명,행정동ID_8자리,위도,경도,무료여부,관람시간,휴관일,객석수,전화번호,홈페이지,매칭거리_m,매칭품질
본아이에프 와이피센터 본아카데미홀,공연장,공연시설,서울 영등포구 선유로 165 YP센터 1층,영등포구,양평제1동,11190610,37.5285958444943,126.891507831752,유료,,없음 ,,02-3019-2236,https://www.bongroup.co.kr/bon-business/space-rental/,53.3,양호
KBS홀,공연장,공연시설,서울특별시 영등포구 여의공원로 13,영등포구,여의동,11190540,37.5259698897016,126.916716838156,유료,,홈페이지 참조,,02-781-1000,https://program.kbs.co.kr/online/office/hall/pc/index.html,218.4,주의
국회도서관,도서관,도서관,서울 영등포구 여의도동 의사당대로 1 국회의사당,영등포구,여의동,11190540,37.5329119742768,126.916403869603,무료,월요일~금요일 : 오전 9시~오후10시(야간이용시간 : 오후6시~오후10시)  토요일~일요일 : 오전9시~오후5시,"매월 둘째, 넷째 토요일/ 일요일을 제외한 공휴일(공휴일과 겹친 토요일, 일요일 휴관)",,02-6788-4211,http://www.nanet.go.kr,63.1,양호
영산아트홀,공연장,공연시설,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩 지하 2층,영등포구,여의동,11190540,37.5292719570904,126.924892738645,유료,,홈페이지 참조,,"02-6181-5260, 5261, 5263",http://www.youngsanarthall.com/,105.5,양호
한국잡지박물관,박물관/기념관,전시시설,서울특별시 영등포구 여의대방로67길 11,영등포구,여의동,11190540,37.5197651591196,126.930241165994,무료,,토/일요일 및 공휴일,,02-360-0040,http://archive.magazine.or.kr/magazine/info.do,64.8,양호
구립영등포아트스퀘어 ,기타,기타문화,서울특별시 영등포구 영중로 15 타임스퀘어 지하 2층,영등포구,영등포동,11190740,37.5172332566615,126.903715993779,무료,,"신정, 구정연휴, 추석연휴",,02-3457-7751,https://ydpartsquare.com/,112.6,양호
방도,기타,기타문화,서울 영등포구 영중로14길 33-1 2층-3층,영등포구,영등포동,11190740,37.5197542228629,126.908890002748,무료,,매주 월요일,,없음,https://www.instagram.com/bangdo.ydp/,52.7,양호
영등포문화라운지 따따따,기타,기타문화,서울특별시 영등포구 영중로 15,영등포구,영등포동,11190740,37.5172332566615,126.903715993779,무료,,매주 월요일,,02-2068-9421,https://blog.naver.com/iloveydp/223453847123,112.6,양호
영등포평생학습관,도서관,도서관,서울특별시 영등포구 버드나루로15길 10,영등포구,영등포동,11190740,37.52603749755506,126.90721167448456,무료,,"매월 둘째, 넷째 월요일(단, 평생교육프로그램은 운영)",,02-6712-7533,http://ydpllc.sen.go.kr/ydpllc_index.jsp,50.5,양호
하자센터,기타,기타문화,서울특별시 영등포구 영신로 200,영등포구,영등포동,11190740,37.5251674152059,126.90329955667,무료,,"1월 1일, 설날, 추석, 노동절, 임시공휴일",,02-2677-9200,https://haja.net/,50.4,양호
영등포문화원,문화원,공연시설,서울 영등포구 신길로 275 영등포문화원,영등포구,영등포본동,11190730,37.5161266236525,126.912126417071,유료,,매주 일요일,,02-846-0155,http://www.ydpcc.co.kr/,34.4,양호
동자아트홀,기타,기타문화,서울특별시 용산구 한강대로 372 KDB생명타워 B2층,용산구,남영동,11030530,37.5516794257654,126.972905059299,유료,,홈페이지 참조,,02-6388-7978,https://www.instagram.com/dongja_arthall/,27.1,양호
민주화운동기념관,박물관/기념관,전시시설,서울특별시 용산구 한강대로71길 37,용산구,남영동,11030530,37.5409459533191,126.971537661678,무료,,"매주 월요일, 1월 1일, 설?추석 당일",,02-6440-8800,https://www.kdemo.or.kr,116.4,양호
보광극장,공연장,공연시설,서울특별시 용산구 장문로19길 4,용산구,보광동,11030700,37.5261107778176,126.997818532998,유료,,정보없음,,02-794-5803,https://bktheater.modoo.at/,29.4,양호
용암어린이영어도서관,도서관,도서관,서울특별시 용산구 신흥로3가길 21-7,용산구,용산2가동,11030520,37.5410194799049,126.984690595663,무료,,일요일 및 법정공휴일,,02-798-4181~2,https://www.yslibrary.or.kr/small/menu/10174/program/30074/smallLibDetail.do?smallLibIdx=2,67.8,양호
용산구문화체육센터,기타,기타문화,서울특별시 용산구 백범로 350,용산구,원효로제1동,11030720,37.537241925875,126.967627844336,유료,,"1, 3, 5주 일요일, 공휴일, 국경일, 정기휴관일",,02-707-2492~4,https://www.yong-san.or.kr/site/cs/home,130.0,양호
캡션 서울,미술관/갤러리,전시시설,서울특별시 용산구 원효로81길 5,용산구,원효로제1동,11030720,37.5393388908586,126.96721801729,무료,,휴관일 없음,,0507-1409-7995,https://www.instagram.com/caption.seoul/,81.0,양호
용산문화원,문화원,공연시설,서울특별시 용산구 효창원로8길 28,용산구,원효로제2동,11030570,37.5334249577326,126.951860031908,유료,공연에 따라 다름,"매주 토,일요일",공연장 1개 총 300석 규모,02-703-0052~3,http://yongsan.kccf.or.kr,19.9,양호
윈드밀,기타,기타문화,서울 용산구 원효로 13 지하2층,용산구,원효로제2동,11030570,37.5347486637961,126.946125028265,무료,,공연별 상이,,없음,https://windmillperform.org/,52.0,양호
국립중앙박물관,박물관/기념관,전시시설,서울특별시 용산구 서빙고로 137,용산구,이촌제1동,11030630,37.52385582212769,126.98020301648832,무료,,"1월1일, 설날 당일, 추석 당일 / 상설전시실 정기휴실일: 매년 4월, 11월(첫째 월요일)",,02-2077-9000,http://www.museum.go.kr,414.3,주의
국립한글박물관,박물관/기념관,전시시설,서울 용산구 용산동6가 412-6,용산구,이촌제1동,11030630,37.5211619506891,126.98097295481348,무료,,"1월 1일, 설날, 추석",,02-2124-6200,http://www.hangeul.go.kr,168.5,양호
노들섬,기타,기타문화,서울특별시 용산구 양녕로 445,용산구,이촌제2동,11030640,37.5176638307111,126.958036465507,무료,,매주 월요일,,02-749-4500,http://nodeul.org/,615.8,확인필요
갤러리자유(Gallery Jayu),미술관/갤러리,전시시설,서울특별시 용산구 녹사평대로32길 8,용산구,이태원제1동,11030650,37.5335020410682,126.98931187262,무료,,"매주 월, 화요일",,없음,https://blog.naver.com/galleryjayu,34.6,양호
모다 갤러리,미술관/갤러리,전시시설,"서울 용산구 녹사평대로 132 3층, 4층",용산구,이태원제1동,11030650,37.5306658431999,126.991175512553,유료,,매주 월요일,,02-548-2510,https://www.instagram.com/moda.gallery_official/,171.2,양호
용산아트홀,문화예술회관,공연시설,서울특별시 용산구 녹사평대로 150,용산구,이태원제1동,11030650,37.5324522944579,126.990478820837,유료,공연에 따라 다름,매주 월요일,공연장 2개/대극장 총 787석 규모/소극장 총 304석 규모,02-2199-7260,http://art.yongsan.go.kr,91.2,양호
인가희갤러리,미술관/갤러리,전시시설,서울특별시 용산구 소월로44길 29,용산구,이태원제2동,11030660,37.5415864542653,126.99301974133,무료,,"매주 일,월,화",,0507-1329-2980,https://ingahee.com/,15.4,양호
숙명여자대학교 박물관,박물관/기념관,전시시설,서울특별시 용산구 청파로47길 99,용산구,청파동,11030710,37.5438324857962,126.965458400837,무료,"월~토 오전10시~오후5시 (일요일, 공휴일은 휴관)","주말, 공휴일, 숙명여대 창학기념일(5월 22일)",,02-710-9134,https://home.sookmyung.ac.kr/sites/museum/index.do,60.4,양호
숙명여자대학교 정영양자수박물관,박물관/기념관,전시시설,서울특별시 용산구 청파로47길 99,용산구,청파동,11030710,37.5438324857962,126.965458400837,무료,월~토 10:00~17:00,"주말, 공휴일, 숙명여대 창학기념일(5월 22일)",,02-710-9133,https://home.sookmyung.ac.kr/sites/museumintro/index..do,60.4,양호
식민지역사박물관,박물관/기념관,전시시설,서울특별시 용산구 청파로47다길 27,용산구,청파동,11030710,37.5457847154633,126.96683633939,유료,,"매주 월요일, 1월 1일, 5월 1일, 설날, 추석 연휴",,02-2139-0427,http://historymuseum.or.kr/,11.3,양호
옛 국립극단 백성희장민호극장,공연장,공연시설,서울특별시 용산구 청파로 373,용산구,청파동,11030710,37.5531465401719,126.968279388516,유료,,없음,,1644-2003,https://www.ntck.or.kr/ko,45.4,양호
용산구립청파도서관,도서관,도서관,서울특별시 용산구 청파로93길 27,용산구,청파동,11030710,37.5539252695747,126.967604332641,무료,,"매주 월요일, 법정공휴일",,02-714-3931,https://www.yslibrary.or.kr/cheongpa/index.do,15.0,양호
Art Space Loo,미술관/갤러리,전시시설,서울특별시 용산구 한강대로44길 5,용산구,한강로동,11030730,37.5311348836415,126.970500533465,무료,,정보없음,,02-790-3888,정보없음,65.5,양호
공간O'S [공간오즈],기타,기타문화,서울특별시 용산구 한강대로21길 7,용산구,한강로동,11030730,37.5266432193517,126.964329373384,무료,,없음,,0507-1361-8931,https://gonggan-os.com/,117.8,양호
국립중앙박물관 극장 용,공연장,공연시설,서울특별시 용산구 서빙고로 137,용산구,한강로동,11030730,37.5247022357875,126.977740246542,유료,,홈페이지 참조,,1544-5955,https://www.museum.go.kr/,426.0,주의
대원 콘텐츠 라이브,공연장,공연시설,서울특별시 용산구 한강대로23길 55 현대아이파크몰 리빙파크 6층 1-1 팝콘D스퀘어,용산구,한강로동,11030730,37.5297718014452,126.964741503485,유료,,홈페이지 참조,,02-6373-3366,http://www.popcond.com/index.php?p=contents_live_intro,161.0,양호
디멘션크리에이션,미술관/갤러리,전시시설,서울특별시 용산구 한강대로14길 35-32,용산구,한강로동,11030730,37.5246030233094,126.966600006643,무료,,매주 일요일,,0507-1330-7594 ,http://dimensiongallery.co.kr/,102.7,양호
서울문화예술교육센터 용산,기타,기타문화,"서울특별시 용산구 서빙고로 17 업무동 1층, 공공시설동 5-6층",용산구,한강로동,11030730,37.5269056148241,126.966566172294,무료,,공휴일,,02-3785-3199,https://www.sfac.or.kr/artspace/artspace/artsedu_main.do?groupCtgry=g5,177.5,양호
아크원 갤러리,미술관/갤러리,전시시설,서울특별시 용산구 한강대로40길 25,용산구,한강로동,11030730,37.5302989726222,126.970653369124,무료,,없음,,0507-1488-5956,https://smartstore.naver.com/flownoten,49.5,양호
용산도시기억전시관,박물관/기념관,전시시설,서울특별시 용산구 서빙고로 17,용산구,한강로동,11030730,37.5269056148241,126.966566172294,무료,,"일, 월, 공휴일",,02-3785-2590,https://blog.naver.com/yongsanpark_gallery,177.5,양호
용산역사박물관,박물관/기념관,전시시설,서울특별시 용산구 한강대로14길 35-29,용산구,한강로동,11030730,37.5256680404431,126.965769395985,무료,,"매주 월요일, 매년 1월 1일, 설날 및 추석 당일",,02-2199-4620,http://museum.yongsan.go.kr/,76.1,양호
전쟁기념관,박물관/기념관,전시시설,서울특별시 용산구 이태원로 29,용산구,한강로동,11030730,37.5373140468913,126.978466063237,무료,09:30~18:00,"매주 월요일, 신정, 설날 당일, 추석 당일",,02-709-3114,https://www.warmemo.or.kr/,441.9,주의
팝콘D스퀘어,기타,기타문화,서울특별시 용산구 한강대로23길 55 아이파크몰 테마파크 6층 1-1호,용산구,한강로동,11030730,37.52985067787847,126.9648716843599,유료,,연중무휴,,02-6373-3364,http://www.popcond.com/,157.3,양호
BHAK,미술관/갤러리,전시시설,서울특별시 용산구 한남대로40길 19,용산구,한남동,11030740,37.5428868498054,127.003200910809,무료,10:00~18:00(월~금) 10:30~17:00(주말),"일요일, 월요일, 공휴일 휴무",,02-544-8481,http://www.galeriebhak.com/,23.5,양호
LDK,기타,기타문화,서울 용산구 대사관로20길 8 ldk,용산구,한남동,11030740,37.5331280165774,127.003508572886,무료,,없음,,없음,https://www.instagram.com/ldk_roomservice,12.6,양호
OMG,미술관/갤러리,전시시설,서울 용산구 대사관로12길 8 지하층 101호,용산구,한남동,11030740,37.5332386145003,127.001288096524,무료,,"매주 월요일, 공휴일",,02-797-9989,https://www.omg-kr.com/,24.7,양호
갤러리 비선재,미술관/갤러리,전시시설,서울특별시 용산구 유엔빌리지3길 54-14,용산구,한남동,11030740,37.5357632637137,127.014278496667,무료,,일요일,,02-793-5445,https://www.bisunjae.com/,157.6,양호
갤러리 조은,미술관/갤러리,전시시설,서울특별시 용산구 이태원로55가길 3,용산구,한남동,11030740,37.538032303187,127.000742583982,무료,,"일요일, 공휴일",,02-790-5889,https://galleryjoeun.com/kor/main/,84.9,양호
갤러리비케이 이태원,미술관/갤러리,전시시설,서울특별시 용산구 이태원로42길 56,용산구,한남동,11030740,37.5369571346384,127.001296420098,무료,,"일요일, 월요일",,02-790-7079,http://www.gallerybk.co.kr/,11.9,양호
더줌아트센터,공연장,공연시설,서울특별시 용산구 독서당로 111,용산구,한남동,11030740,37.5361228594578,127.007307641122,유료,,홈페이지 참조,,02-790-6792,http://thezoom.kr/,106.4,양호
드플로허,기타,기타문화,서울특별시 용산구 대사관로5길 34,용산구,한남동,11030740,37.5357781821948,127.000275617878,무료,,"매주 화, 수",,홈페이지 참조,http://blog.naver.com/deflore1,24.8,양호
리움미술관,미술관/갤러리,전시시설,서울특별시 용산구 이태원로55길 60-16,용산구,한남동,11030740,37.5384612696435,126.999294071613,유료,,"매주 월요일, 1월 1일, 설날(음력) 및 추석 당일",,02-2014-6900,http://leeum.samsungfoundation.org,206.1,주의
블루스퀘어,공연장,공연시설,서울특별시 용산구 이태원로 294,용산구,한남동,11030740,37.5408694385607,127.00248525561,유료,,홈페이지 참조,,1544-1591,http://www.bluesquare.kr/,135.9,양호
스튜디오 콘크리트,미술관/갤러리,전시시설,서울특별시 용산구 한남대로 162,용산구,한남동,11030740,37.5424514132642,127.002516651699,무료,,월요일,,02-794-4095,http://www.studio-ccrt.com/xe/index_ccrt,29.2,양호
스파찌오 루체,공연장,공연시설,서울특별시 용산구 이태원로 213,용산구,한남동,11030740,37.5350171727459,126.997591083498,무료,,개별 확인,,0507-1438-1618,없음,82.9,양호
알부스갤러리,미술관/갤러리,전시시설,서울특별시 용산구 한남대로28길 26,용산구,한남동,11030740,37.5381999241501,127.005904817459,유료,,"매주 월요일, 설날, 추석, 임시 공휴일 등",,02-792-8050,http://albusgallery.com/,11.1,양호
어반아트,미술관/갤러리,전시시설,서울시 용산구 소월로 44길 7,용산구,한남동,11030740,37.5207027,127.0230798,유료,09:00 ~ 18:00,"토,일요일, 공휴일",,02-511-2931,http://www.urbanart4u.com/,1732.0,확인필요
